"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-07-24","2.6",",,W"," 2358",",,X"," 1557",",,W","18.8",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"28.9",",,X","21.7",",,X",,,"  220",",,X","  190",",,X",,,"9.4",",,X","10.3",",,X","    1",",,W",,,"    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-07-25","3.6",",,W"," 1803",",,X"," 1803",",,W","4.6",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"29.4",",,X","20.6",",,X",,,"  300",",,X","  310",",,X",,,"6.7",",,X","8.9",",,X","    1",",,W",,,"    1",",,X",,,,,,,,,"    1",",,W",,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-07-26","4.6",",,W"," 1529",",,X"," 1349",",,W","0.0",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"27.8",",,X","17.8",",,X",,,"  320",",,X","  290",",,X",,,"9.4",",,X","12.5",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-07-27","2.7",",,W"," 1325",",,X"," 1336",",,W","0.0",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"27.2",",,X","16.7",",,X",,,"  240",",,X","  290",",,X",,,"6.3",",,X","8.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-07-28","3.6",",,W"," 1419",",,X"," 1419",",,W","0.8",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"27.2",",,X","21.1",",,X",,,"  250",",,X","  250",",,X",,,"7.6",",,X","10.7",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-07-29","4.6",",,W"," 1336",",,X"," 1333",",,W","7.1",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"28.9",",,X","22.2",",,X",,,"  240",",,X","  240",",,X",,,"10.7",",,X","14.3",",,X","    1",",,W",,,"    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-07-30","2.6",",,W"," 1545",",,X"," 1332",",,W","0.0",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"29.4",",,X","18.9",",,X",,,"  240",",,X","  210",",,X",,,"6.3",",,X","8.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-07-31","4.7",",,W"," 1626",",,X"," 1623",",,W","8.9",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"27.8",",,X","20.0",",,X",,,"  240",",,X","  230",",,X",,,"8.9",",,X","11.6",",,X","    1",",,X","    1",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-08-01","4.2",",,W"," 1400",",,X"," 1359",",,W","0.0","T,,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"30.0",",,X","20.6",",,X",,,"  250",",,X","  250",",,X",,,"9.8",",,X","12.5",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-08-02","3.6",",,W"," 1642",",,X"," 1641",",,W","0.0",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"28.9",",,X","17.2",",,X",,,"  260",",,X","  270",",,X",,,"8.0",",,X","10.3",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-08-03","3.2",",,W"," 1653",",,X"," 1652",",,W","9.4",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"26.7",",,X","20.6",",,X",,,"   80",",,X","   80",",,X",,,"6.7",",,X","8.9",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X","    1",",,X",,,"    1",",,X",,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-08-04","3.0",",,W"," 0833",",,X"," 1834",",,W","0.0","T,,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"27.8",",,X","18.9",",,X",,,"   70",",,X","   30",",,X",,,"6.3",",,X","7.2",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X",,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-08-05","2.4",",,W"," 1809",",,X"," 1811",",,W","0.0",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"30.0",",,X","17.2",",,X",,,"   60",",,X","   60",",,X",,,"5.8",",,X","7.2",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-08-06","2.2",",,W"," 1115",",,X"," 1347",",,W","0.0",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"28.9",",,X","22.2",",,X",,,"  210",",,X","  180",",,X",,,"4.5",",,X","5.8",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-08-07","2.5",",,W"," 1809",",,X"," 1753",",,W","13.2",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"28.3",",,X","22.8",",,X",,,"  250",",,X","  240",",,X",,,"7.2",",,X","9.8",",,X","    1",",,X",,,"    1",",,X",,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-08-08","2.2",",,W"," 1313",",,X"," 1343",",,W","0.0",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"27.2",",,X","20.6",",,X",,,"  360",",,X","   40",",,X",,,"6.7",",,X","8.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-08-09","2.6",",,W"," 1528",",,X"," 1527",",,W","16.3",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"23.3",",,X","18.9",",,X",,,"  270",",,X","  270",",,X",,,"7.6",",,X","9.4",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-08-10","5.6",",,W"," 1249",",,X"," 1346",",,W","6.9",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"25.0",",,X","16.7",",,X",,,"  250",",,X","  260",",,X",,,"11.6",",,X","16.1",",,X","    1",",,W",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-08-11","4.7",",,W"," 1538",",,X"," 1539",",,W","0.0",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"23.9",",,X","15.0",",,X",,,"  240",",,X","  240",",,X",,,"10.7",",,X","13.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-08-12","3.8",",,W"," 1353",",,X"," 1354",",,W","0.0",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"26.7",",,X","13.9",",,X",,,"  220",",,X","  220",",,X",,,"7.6",",,X","9.8",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-08-13","3.3",",,W"," 1641",",,X"," 1640",",,W","0.0",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"28.9",",,X","16.7",",,X",,,"  250",",,X","  260",",,X",,,"6.7",",,X","8.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-08-14","2.5",",,W"," 0944",",,X"," 0942",",,W","1.3",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"22.2",",,X","17.8",",,X",,,"  180",",,X","  180",",,X",,,"7.6",",,X","9.8",",,X","    1",",,W",,,"    1",",,X",,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-08-15","3.0",",,W"," 1530",",,X"," 1530",",,W","1.0",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"25.0",",,X","17.8",",,X",,,"  330",",,X","  330",",,X",,,"6.7",",,X","8.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-08-16","2.9",",,W"," 1923",",,X"," 1922",",,W","0.0",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"28.9",",,X","17.2",",,X",,,"  240",",,X","  240",",,X",,,"5.8",",,X","7.2",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-08-17","3.8",",,W"," 1220",",,X"," 1457",",,W","0.0",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"27.8",",,X","17.8",",,X",,,"  260",",,X","  250",",,X",,,"7.6",",,X","9.8",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-08-18","4.3",",,W"," 1534",",,X"," 1537",",,W","0.0",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"27.8",",,X","17.2",",,X",,,"  230",",,X","  220",",,X",,,"9.4",",,X","12.5",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-08-19","1.8",",,W"," 1337",",,X"," 1335",",,W","0.0","T,,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"29.4",",,X","18.3",",,X",,,"  290",",,X","  300",",,X",,,"6.3",",,X","8.0",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-08-20","3.6",",,W"," 2145",",,X"," 2144",",,W","0.0",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"28.9",",,X","17.2",",,X",,,"  290",",,X","  280",",,X",,,"7.2",",,X","9.4",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-08-21","3.4",",,W"," 1611",",,X"," 1512",",,W","31.8",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"23.9",",,X","15.6",",,X",,,"  250",",,X","  240",",,X",,,"9.8",",,X","13.0",",,X","    1",",,W",,,"    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-08-22","4.0",",,W"," 1344",",,X"," 0944",",,W","0.0",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"22.8",",,X","13.9",",,X",,,"  320",",,X","  320",",,X",,,"7.2",",,X","9.8",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-08-23","4.0",",,W"," 1441",",,X"," 1442",",,W","0.0",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"25.0",",,X","13.3",",,X",,,"  260",",,X","  260",",,X",,,"9.8",",,X","11.2",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-08-24","7.1",",,W"," 2158",",,X"," 2156",",,W","2.5",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"27.2",",,X","18.9",",,X",,,"  310",",,X","  320",",,X",,,"13.0",",,X","19.2",",,X","    1",",,W",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-08-25","5.2",",,W"," 0221",",,X"," 0221",",,W","17.5",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"26.1",",,X","19.4",",,X",,,"  180",",,X","  180",",,X",,,"10.7",",,X","14.3",",,X","    1",",,W",,,"    1",",,X",,,,,,,,,"    1",",,W",,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-08-26","0.9",",,W"," 1529",",,X"," 1528",",,W","0.0",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"25.6",",,X","17.2",",,X",,,"  230",",,X","  230",",,X",,,"4.0",",,X","7.2",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-08-27","1.9",",,W"," 1752",",,X"," 1708",",,W","0.0",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"26.7",",,X","15.6",",,X",,,"   60",",,X","   30",",,X",,,"5.4",",,X","6.7",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-08-28","4.9",",,W"," 1659",",,X"," 1657",",,W","0.0",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"21.1",",,X","15.0",",,X",,,"  350",",,X","  360",",,X",,,"11.2",",,X","14.3",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-08-29","3.0",",,W"," 1456",",,X"," 1616",",,W","0.3",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"23.3",",,X","11.1",",,X",,,"  220",",,X","  260",",,X",,,"7.2",",,X","9.8",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-08-30","3.9",",,W"," 1230",",,X"," 1518",",,W","0.0",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"25.0",",,X","14.4",",,X",,,"  230",",,X","  250",",,X",,,"8.9",",,X","11.2",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-08-31","2.9",",,W"," 1406",",,X"," 1403",",,W","0.0",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"27.8",",,X","15.0",",,X",,,"  140",",,X","  130",",,X",,,"6.3",",,X","7.6",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-09-01","2.7",",,W"," 0926",",,X"," 0924",",,W","9.9",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"28.3",",,X","19.4",",,X",,,"  220",",,X","  200",",,X",,,"7.6",",,X","9.4",",,X","    1",",,W",,,"    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-09-02","3.0",",,W"," 1607",",,X"," 1529",",,W","0.0",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"31.1",",,X","19.4",",,X",,,"  250",",,X","  230",",,X",,,"5.8",",,X","7.6",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-09-03","3.4",",,W"," 1509",",,X"," 1507",",,W","0.0",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"31.7",",,X","23.3",",,X",,,"  260",",,X","  270",",,X",,,"5.8",",,X","7.2",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-09-04","5.3",",,W"," 0337",",,X"," 0336",",,W","18.5",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"26.7",",,X","17.2",",,X",,,"  280",",,X","  270",",,X",,,"14.8",",,X","20.1",",,X","    1",",,W",,,"    1",",,X",,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-09-05","3.5",",,W"," 0923",",,X"," 0937",",,W","0.3",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"18.3",",,X","13.9",",,X",,,"  340",",,X","  340",",,X",,,"6.7",",,X","8.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-09-06","3.6",",,W"," 1455",",,X"," 1455",",,W","0.3",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"17.2",",,X","12.8",",,X",,,"   30",",,X","   30",",,X",,,"7.2",",,X","9.4",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X",,,"    1",",,X",,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-09-07","5.0",",,W"," 1510",",,X"," 1509",",,W","1.3",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"18.9",",,X","15.0",",,X",,,"   70",",,X","   70",",,X",,,"12.5",",,X","16.1",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X",,,"    1",",,X",,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-09-08","4.2",",,W"," 1346",",,X"," 1345",",,W","0.0","T,,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"22.2",",,X","17.2",",,X",,,"   50",",,X","   50",",,X",,,"7.6",",,X","10.3",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X",,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-09-09","2.5",",,W"," 1114",",,X"," 1225",",,W","0.3",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"26.7",",,X","16.7",",,X",,,"   80",",,X","   70",",,X",,,"6.3",",,X","7.6",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-09-10","2.3",",,W"," 1001",",,X"," 0929",",,W","0.0",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"26.1",",,X","15.0",",,X",,,"   60",",,X","   40",",,X",,,"6.3",",,X","8.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-09-11","2.9",",,W"," 2036",",,X"," 2036",",,W","0.0",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"23.9",",,X","13.3",",,X",,,"  230",",,X","  240",",,X",,,"5.8",",,X","7.2",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-09-12","4.1",",,W"," 1606",",,X"," 1557",",,W","0.0",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"24.4",",,X","16.1",",,X",,,"  240",",,X","  230",",,X",,,"7.6",",,X","9.8",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-09-13","6.2",",,W"," 1140",",,X"," 1225",",,W","0.5",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"27.2",",,X","16.7",",,X",,,"  230",",,X","  250",",,X",,,"14.3",",,X","20.6",",,X",,,,,"    1",",,X",,,,,,,,,"    1",",,W",,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-09-14","2.8",",,W"," 2202",",,X"," 2358",",,W","0.8",",,X,2400",,,"0.0",",,W,2400","0.0",",,W,",,,"20.0",",,X","12.8",",,X",,,"  350",",,X","   10",",,X",,,"8.9",",,X","9.8",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-09-15","4.0",",,W"," 1556",",,X"," 1638",",,W","6.4",",,X,2400",,,"0.0",",,W,2400","0.0",",,W,",,,"16.1",",,X","8.9",",,X",,,"  320",",,X","  330",",,X",,,"9.8",",,X","13.4",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X",,,"    1",",,X",,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-09-16","2.6",",,W"," 1457",",,X"," 1331",",,W","0.0",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"16.1",",,X","6.1",",,X",,,"  320",",,X","  290",",,X",,,"5.8",",,X","7.6",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-09-17","2.6",",,W"," 1739",",,X"," 1709",",,W","0.0",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"17.8",",,X","8.3",",,X",,,"   50",",,X","   70",",,X",,,"5.4",",,X","6.7",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-09-18","2.7",",,W"," 1645",",,X"," 1257",",,W","0.0",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"21.1",",,X","8.3",",,X",,,"   90",",,X","  120",",,X",,,"6.3",",,X","8.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-09-19","4.7",",,W"," 1559",",,X"," 1552",",,W","7.4",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"19.4",",,X","10.6",",,X",,,"  190",",,X","  180",",,X",,,"8.0",",,X","10.7",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL AIRPOR, NY US","42.93998","-78.73606","216.2","2011-09-20","2.6",",,W"," 0301",",,X"," 0259",",,W","3.8",",,X,2400",,,"0.0",",,X,2400","0.0",",,X,",,,"20.0",",,X","13.3",",,X",,,"  220",",,X","  230",",,X",,,"6.7",",,X","8.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X",,,"    1",",,X",,,,,,,,
